"TF"	"target"	"tissue"	"TF_EntrezID"	"TF_Ensembl_ID"	"target_EntrezID"	"Paper"
"NEAT1"	"MIR218-1"	"breast cancer"	283131	"ENSG00000245532"	407000	"Zhao Dahua, et al. (2017). NEAT1 negatively regulates miR-218 expression and promotes breast cancer progression.[J] .Cancer Biomark 20(3): 247-254."
"LINC00941"	"ANXA2"	"liver"	100287314	"ENSG00000235884"	302	"Yan Xinlong,Zhang Dongdong,Wu Wei et al. Mesenchymal Stem Cells Promote Hepatocarcinogenesis via lncRNA-MUF Interaction with ANXA2 and miR-34a.[J] .Cancer Res., 2017, 77(23): 6704-6716."
"LINC00941"	"MIR34A"	"liver"	100287314	"ENSG00000235884"	407040	"Yan Xinlong,Zhang Dongdong,Wu Wei et al. Mesenchymal Stem Cells Promote Hepatocarcinogenesis via lncRNA-MUF Interaction with ANXA2 and miR-34a.[J] .Cancer Res., 2017, 77(23): 6704-6716."
"TUG1"	"CCND1"	"breast cancer"	55000	"ENSG00000253352"	595	"Fan Shulin,Yang Zhaoying,Ke Zirui et al. Downregulation of the long non-coding RNA TUG1 is associated with cell proliferation, migration, and invasion in breast cancer.[J] .Biomed. Pharmacother., 2017, 95: 1636-1643."
"TUG1"	"CDK4"	"breast cancer"	55000	"ENSG00000253352"	1019	"Fan Shulin,Yang Zhaoying,Ke Zirui et al. Downregulation of the long non-coding RNA TUG1 is associated with cell proliferation, migration, and invasion in breast cancer.[J] .Biomed. Pharmacother., 2017, 95: 1636-1643."
"DANCR"	"NPTN-IT1"	"stomach"	57291	"ENSG00000226950"	101241892	"Mao Zhengqiang,Li Hang,Du Botao et al. LncRNA DANCR promotes migration and invasion through suppression of lncRNA-LET in gastric cancer cells.[J] .Biosci. Rep., 2017, 37(6)."
"XIST"	"MIRLET7I"	"lung"	7503	"ENSG00000229807"	406891	"Sun Jing,Pan Li-Ming,Chen Li-Bo et al. LncRNA XIST promotes human lung adenocarcinoma cells to cisplatin resistance via let-7i/BAG-1 axis.[J] .Cell Cycle, 2017, 16(21): 2100-2107."
"CDKN2B-AS1"	"MIR199A1"	"breast"	100048912	"ENSG00000240498"	406976	"Xu Shuang-Ta,Xu Jian-Hua,Zheng Zheng-Rong et al. Long non-coding RNA ANRIL promotes carcinogenesis via sponging miR-199a in triple-negative breast cancer.[J] .Biomed. Pharmacother., 2017, 96: 14-21."
"CCAT2"	"MIR145"	"colorectal cancer"	101805488	"ENSG00000280997"	406937	"Yu Yingjie,Nangia-Makker Pratima,Farhana Lulu et al. A novel mechanism of lncRNA and miRNA interaction: CCAT2 regulates miR-145 expression by suppressing its maturation process in colon cancer cells.[J] .Mol. Cancer, 2017, 16(1): 155."
"NEAT1"	"MIR34A"	"renal cell carcinoma"	283131	"ENSG00000245532"	407040	"Liu Fei,Chen Na,Gong Yanchun et al. The long non-coding RNA NEAT1 enhances epithelial-to-mesenchymal transition and chemoresistance via the miR-34a/c-Met axis in renal cell carcinoma.[J] .Oncotarget, 2017, 8(38): 62927-62938."
"LINC00052"	"EPB41L3"	"liver"	145978	"ENSG00000259527"	23136	"Zhu Liying, et al. (2017). LINC00052 upregulates EPB41L3 to inhibit migration and invasion of hepatocellular carcinoma by binding miR-452-5p.[J] .Oncotarget 8(38): 63724-63737."
"LINC00052"	"MIR452"	"liver"	145978	"ENSG00000259527"	574412	"Zhu Liying, et al. (2017). LINC00052 upregulates EPB41L3 to inhibit migration and invasion of hepatocellular carcinoma by binding miR-452-5p.[J] .Oncotarget 8(38): 63724-63737."
"PVT1"	"ABCB1"	"DOX- and DDP-resistant T24/DR BUC cells"	5820	"ENSG00000249859"	5243	"Liu Zhongyuan,Zhang Hui. LncRNA plasmacytoma variant translocation 1 is an oncogene in bladder urothelial carcinoma.[J] .Oncotarget, 2017, 8(38): 64273-64282."
"PVT1"	"ABCC1"	"DOX- and DDP-resistant T24/DR BUC cells"	5820	"ENSG00000249859"	4363	"Liu Zhongyuan,Zhang Hui. LncRNA plasmacytoma variant translocation 1 is an oncogene in bladder urothelial carcinoma.[J] .Oncotarget, 2017, 8(38): 64273-64282."
"MIR210HG"	"MIR503"	"osteosarcoma"	100506211	"ENSG00000247095"	574506	"Li Jiang,Wu Quan-Min,Wang Xiao-Qing et al. Long Noncoding RNA miR210HG Sponges miR-503 to Facilitate Osteosarcoma Cell Invasion and Metastasis.[J] .DNA Cell Biol., 2017, 36(12): 1117-1125."
"MALAT1"	"CCAR2"	"NA"	378938	"ENSG00000251562"	57805	"Chen Ruibing,Liu Yun,Zhuang Hao et al. Quantitative proteomics reveals that long non-coding RNA MALAT1 interacts with DBC1 to regulate p53 acetylation.[J] .Nucleic Acids Res., 2017, 45(17): 9947-9959."
"MEG3"	"TP53"	"stomach"	55384	"ENSG00000214548"	7157	"Wei G-H,Wang X. lncRNA MEG3 inhibit proliferation and metastasis of gastric cancer via p53 signaling pathway.[J] .Eur Rev Med Pharmacol Sci, 2017, 21(17): 3850-3856."
"DLEU2"	"ACE2"	"vascular endothelial cells"	8847	"ENSG00000231607"	59272	"Li Wen,Wang Rui,Ma Jie-Yi et al. A Human Long Non-Coding RNA ALT1 Controls the Cell Cycle of Vascular Endothelial Cells Via ACE2 and Cyclin D1 Pathway.[J] .Cell. Physiol. Biochem., 2017, 43(3): 1152-1167."
"MALAT1"	"MIR320A"	"umbilical vein endothelial cells"	378938	"ENSG00000251562"	407037	"Sun Jian-Yong,Zhao Zheng-Wei,Li Wei-Miao et al. Knockdown of MALAT1 expression inhibits HUVEC proliferation by upregulation of miR-320a and downregulation of FOXM1 expression.[J] .Oncotarget, 2017, 8(37): 61499-61509."
"SNHG20"	"CDKN1A"	"non-small cell lung cancer"	654434	"ENSG00000234912"	1026	"Chen Zhenyao,Chen Xin,Chen Ping et al. Long non-coding RNA SNHG20 promotes non-small cell lung cancer cell proliferation and migration by epigenetically silencing of P21 expression.[J] .Cell Death Dis, 2017, 8(10): e3092."
"LINC00511"	"MIR29B1"	"pancreatic cancer"	400619	"ENSG00000227036"	407024	"Zhao Xiaohui, et al. (2018). Linc00511 acts as a competing endogenous RNA to regulate VEGFA expression through sponging hsa-miR-29b-3p in pancreatic ductal adenocarcinoma.[J] .J. Cell. Mol. Med. 22(1): 655-667."
"XIST"	"MIR29C"	"nasopharyngeal carcinoma"	7503	"ENSG00000229807"	407026	"Han Qian,Li Liang,Liang Hengpo et al. Downregulation of lncRNA X Inactive Specific Transcript (XIST) Suppresses Cell Proliferation and Enhances Radiosensitivity by Upregulating mir-29c in Nasopharyngeal Carcinoma Cells.[J] .Med. Sci. Monit., 2017, 23: 479"
"LINC00460"	"MIR149"	"nasopharyngeal carcinoma"	728192	"NA"	406941	"Kong Yong-Gang,Cui Min,Chen Shi-Ming et al. LncRNA-LINC00460 facilitates nasopharyngeal carcinoma tumorigenesis through sponging miR-149-5p to up-regulate IL6.[J] .Gene, 2018, 639: 77-84."
"ZEB2-AS1"	"MIR27B"	"bladder cancer"	100303491	"ENSG00000238057"	407019	"Wu Xiaoqiang,Yan Tianzhong,Wang Zhiwei et al. LncRNA ZEB2-AS1 promotes bladder cancer cell proliferation and inhibits apoptosis by regulating miR-27b.[J] .Biomed. Pharmacother., 2017, 96: 299-304."
"MALAT1"	"CCL2"	"nonalcoholic steatohepatitis"	378938	"ENSG00000251562"	6347	"Leti Fatjon,Legendre Christophe,Still Christopher D et al. Altered expression of MALAT1 lncRNA in nonalcoholic steatohepatitis fibrosis regulates CXCL5 in hepatic stellate cells.[J] .Transl Res, 2017, 190: 25-39.e21."
"MIR7-3HG"	"HNRNPA2B1"	"hepatocellular carcinoma"	284424	"ENSG00000176840"	3181	"Chen Ting,Gu Chengxin,Xue Cailin et al. LncRNA-uc002mbe.2 Interacting with hnRNPA2B1 Mediates AKT Deactivation and p21 Up-Regulation Induced by Trichostatin in Liver Cancer Cells.[J] .Front Pharmacol, 2017, 8: 669."
"TUG1"	"MIR204"	"aortic VICs"	55000	"ENSG00000253352"	406987	"Yu Cong,Li Lifu,Xie Fei et al. LncRNA TUG1 sponges miR-204-5p to promote osteoblast differentiation through upregulating Runx2 in aortic valve calcification.[J] .Cardiovasc. Res., 2018, 114(1): 168-179."
"CCAT1"	"MIR130A"	"non-small-cell lung cancer"	100507056	"NA"	406919	"Hu Baoli,Zhang Haifeng,Wang Zuopei et al. LncRNA CCAT1/miR-130a-3p axis increases cisplatin resistance in non-small-cell lung cancer cell line by targeting SOX4.[J] .Cancer Biol. Ther., 2017, 18(12): 974-983."
"TUG1"	"EZH2"	"pre-eclampsia"	55000	"ENSG00000253352"	2146	"Xu Yetao,Ge Zhiping,Zhang Erbao et al. The lncRNA TUG1 modulates proliferation in trophoblast cells via epigenetic suppression of RND3.[J] .Cell Death Dis, 2017, 8(10): e3104."
"CCAT1"	"MIR148B"	"breast"	100507056	"NA"	442892	"Lai Yong,Chen Yang,Lin Yuanhong et al. Down-regulation of LncRNA CCAT1 enhances radiosensitivity via regulating miR-148b in breast cancer.[J] .Cell Biol. Int., 2018, 42(2): 227-236."
"TUG1"	"MIR138-1"	"cervical cancer"	55000	"ENSG00000253352"	406929	"Zhu Jie, et al.  (2017). Long non-coding RNA TUG1 promotes cervical cancer progression by regulating the miR-138-5p-SIRT1 axis.[J] .Oncotarget 8(39): 65253-65264."
"HAGLR"	"MIR147A"	"Non-small cell lung cancer"	401022	"ENSG00000224189"	406939	"Wang Qinghua,Jiang Shujun,Song Anying et al. HOXD-AS1 functions as an oncogenic ceRNA to promote NSCLC cell progression by sequestering miR-147a.[J] .Onco Targets Ther, 2017, 10: 4753-4763."
"LINC-ROR"	"MYC"	"Renal cell carcinoma"	100885779	"ENSG00000258609"	4609	"Shi Jianguo,Zhang Wen,Tian Hongyang et al. lncRNA ROR promotes the proliferation of renal cancer and is negatively associated with favorable prognosis.[J] .Mol Med Rep, 2017, 16(6): 9561-9567."
"LINC-ROR"	"TP53"	"Renal cell carcinoma"	100885779	"ENSG00000258609"	7157	"Shi Jianguo,Zhang Wen,Tian Hongyang et al. lncRNA ROR promotes the proliferation of renal cancer and is negatively associated with favorable prognosis.[J] .Mol Med Rep, 2017, 16(6): 9561-9566."
"MIAT"	"HDAC4"	"Gastric cancer"	440823	"ENSG00000225783"	9759	"Li Yanfeng,Wang Kuan,Wei Yuzhe et al. lncRNA-MIAT regulates cell biological behaviors in gastric cancer through a mechanism involving the miR-29a-3p/HDAC4 axis.[J] .Oncol. Rep., 2017, 38(6): 3465-3472."
"MIAT"	"MIR29A"	"Gastric cancer"	440823	"ENSG00000225783"	407021	"Li Yanfeng,Wang Kuan,Wei Yuzhe et al. lncRNA-MIAT regulates cell biological behaviors in gastric cancer through a mechanism involving the miR-29a-3p/HDAC4 axis.[J] .Oncol. Rep., 2017, 38(6): 3465-3472."
"Hottip"	"miR-574-5p"	"lung"	791364	"ENSMUSG00000055408"	0	"Sun Yanqin,Zhou Yuanyuan,Bai Yifeng et al. A long non-coding RNA HOTTIP expression is associated with disease progression and predicts outcome in small cell lung cancer patients.[J] .Mol. Cancer, 2017, 16(1): 162."
"NEAT1"	"miR-194"	"osteosarcoma"	283131	"ENSG00000245532"	0	"Wang Heping,Yu Yanzhang,Fan Shuxin et al. Knockdown of Long Non-Coding RNA NEAT1 Inhibits Proliferation and Invasion and Induces Apoptosis of Osteosarcoma by Inhibiting miR-194 Expression.[J] .Yonsei Med. J., 2017, 58(6): 1092-1100."
"XIST"	"MIR21"	"osteosarcoma"	7503	"ENSG00000229807"	406991	"Zhang Rui,Xia Tian. Long non-coding RNA XIST regulates PDCD4 expression by interacting with miR-21-5p and inhibits osteosarcoma cell growth and metastasis.[J] .Int. J. Oncol., 2017, 51(5): 1460-1470."
"SNHG15"	"miRNA-9"	"cerebral microvascular endothelial cells"	285958	"ENSG00000232956"	0	"Ma Yawen,Xue Yixue,Liu Xiaobai et al. SNHG15 affects the growth of glioma microvascular endothelial cells by negatively regulating miR-153.[J] .Oncol. Rep., 2017, 38(5): 3265-3277."
"PWAR5"	"EZH2"	"glioma"	8123	"ENSG00000279192"	2146	"Wang Xiang-Peng,Shan Cai,Deng Xing-Li et al. Long non-coding RNA PAR5 inhibits the proliferation and progression of glioma through interaction with EZH2.[J] .Oncol. Rep., 2017, 38(5): 3177-3186."
"HOXA11-AS"	"MIR125A"	"colorectal cancer"	221883	"ENSG00000240990"	406910	"Chen Dong, et al. (2017) The lncRNA HOXA11-AS functions as a competing endogenous RNA to regulate PADI2 expression by sponging miR-125a-5p in liver metastasis of colorectal cancer.[J] .Oncotarget 8(41): 70642-70652."
"PVT1"	"CASP3"	"prostate cancer"	5820	"ENSG00000249859"	836	"Yang Jin,Li Cuirong,Mudd Ashley et al. LncRNA PVT1 predicts prognosis and regulates tumor growth in prostate cancer.[J] .Biosci. Biotechnol. Biochem., 2017, 81(12): 2301-2306."
"PVT1"	"CASP9"	"prostate cancer"	5820	"ENSG00000249859"	842	"Yang Jin,Li Cuirong,Mudd Ashley et al. LncRNA PVT1 predicts prognosis and regulates tumor growth in prostate cancer.[J] .Biosci. Biotechnol. Biochem., 2017, 81(12): 2301-2306."
"PVT1"	"MYC"	"prostate cancer"	5820	"ENSG00000249859"	4609	"Yang Jin,Li Cuirong,Mudd Ashley et al. LncRNA PVT1 predicts prognosis and regulates tumor growth in prostate cancer.[J] .Biosci. Biotechnol. Biochem., 2017, 81(12): 2301-2306."
"MIR4435-2HG"	"BIRC5"	"nonsmall cell lung cancer"	541471	"ENSG00000172965"	332	"Liu Bin,Pan Chun-Feng,Ma Teng et al. Long non-coding RNA AK001796 contributes to cisplatin resistance of non-small cell lung cancer.[J] .Mol Med Rep, 2017, 16(4): 4107-4112."
"MIR4435-2HG"	"CCNC"	"nonsmall cell lung cancer"	541471	"ENSG00000172965"	892	"Liu Bin,Pan Chun-Feng,Ma Teng et al. Long non-coding RNA AK001796 contributes to cisplatin resistance of non-small cell lung cancer.[J] .Mol Med Rep, 2017, 16(4): 4107-4112."
"MIR4435-2HG"	"CDK1"	"nonsmall cell lung cancer"	541471	"ENSG00000172965"	983	"Liu Bin,Pan Chun-Feng,Ma Teng et al. Long non-coding RNA AK001796 contributes to cisplatin resistance of non-small cell lung cancer.[J] .Mol Med Rep, 2017, 16(4): 4107-4112."
"MIR4435-2HG"	"miRNA-9"	"nonsmall cell lung cancer"	541471	"ENSG00000172965"	0	"Liu Bin,Pan Chun-Feng,Ma Teng et al. Long non-coding RNA AK001796 contributes to cisplatin resistance of non-small cell lung cancer.[J] .Mol Med Rep, 2017, 16(4): 4107-4112."
"FENDRR"	"ABCB1"	"osteosarcoma"	400550	"ENSG00000268388"	5243	"Kun-Peng Zhu,Xiao-Long Ma,Chun-Lin Zhang. LncRNA FENDRR sensitizes doxorubicin-resistance of osteosarcoma cells through down-regulating ABCB1 and ABCC1.[J] .Oncotarget, 2017, 8(42): 71881-71893."
"FENDRR"	"ABCC1"	"osteosarcoma"	400550	"ENSG00000268388"	4363	"Kun-Peng Zhu,Xiao-Long Ma,Chun-Lin Zhang. LncRNA FENDRR sensitizes doxorubicin-resistance of osteosarcoma cells through down-regulating ABCB1 and ABCC1.[J] .Oncotarget, 2017, 8(42): 71881-71893."
"BANCR"	"MIR204"	"melanoma"	100885775	"ENSG00000278910"	406987	"Cai Bingjie, et al. (2017) BANCR contributes to the growth and invasion of melanoma by functioning as a competing endogenous RNA to upregulate Notch2 expression by sponging miR-204.[J] .Int. J. Oncol. 51(6): 1941-1951."
"HOTAIR"	"MIR34A"	"gastric cancers"	100124700	"ENSG00000228630"	407040	"Cheng Chuanyao,Qin Yaguang,Zhi Qiongjie et al. Knockdown of long non-coding RNA HOTAIR inhibits cisplatin resistance of gastric cancer cells through inhibiting the PI3K/Akt and Wnt/ﬂ-catenin signaling pathways by up-regulating miR-34a.[J] .Int. J. Biol. 2"
"HOTAIR"	"CAV1"	"lung cancer"	100124700	"ENSG00000228630"	857	"Liu Wei,Yin Nan-Chang,Liu Hao et al. Cav-1 promote lung cancer cell proliferation and invasion through lncRNA HOTAIR.[J] .Gene, 2018, 641: 335-340."
"HEIH"	"MIR939"	"colorectal cancer"	100859930	"ENSG00000278970"	100126351	"Cui Chunhui,Zhai Duanyang,Cai Lianxu et al. Long Noncoding RNA HEIH Promotes Colorectal Cancer Tumorigenesis via Counteracting miR-939-Mediated Transcriptional Repression of Bcl-xL.[J] .Cancer Res Treat, 2017."
"SNHG1"	"CDH2"	"esophageal squamous cell cancer"	23642	"ENSG00000255717"	1000	"Zhang Yijun, et al. (2017). Downregulation of SNHG1 suppresses cell proliferation and invasion by regulating Notch signaling pathway in esophageal squamous cell cancer.[J] .Cancer Biomark, 2017, 21(1): 89-96."
"SNHG1"	"HOXA4"	"esophageal squamous cell cancer"	23642	"ENSG00000255717"	3201	"Zhang Yijun, et al. (2017). Downregulation of SNHG1 suppresses cell proliferation and invasion by regulating Notch signaling pathway in esophageal squamous cell cancer.[J] .Cancer Biomark, 2017, 21(1): 89-96."
"SNHG1"	"Notch1"	"esophageal squamous cell cancer"	23642	"ENSG00000255717"	25496	"Zhang Yijun, et al. (2017). Downregulation of SNHG1 suppresses cell proliferation and invasion by regulating Notch signaling pathway in esophageal squamous cell cancer.[J] .Cancer Biomark, 2017, 21(1): 89-96."
"SNHG1"	"VIM"	"esophageal squamous cell cancer"	23642	"ENSG00000255717"	7431	"Zhang Yijun, et al. (2017). Downregulation of SNHG1 suppresses cell proliferation and invasion by regulating Notch signaling pathway in esophageal squamous cell cancer.[J] .Cancer Biomark, 2017, 21(1): 89-96."
"LUCAT1"	"MIR375"	"glioma"	100505994	"ENSG00000248323"	494324	"Gao Yan-Sheng,Liu Xian-Zhi,Zhang Yong-Gang et al. Knockdown of Long Noncoding RNA LUCAT1 Inhibits Cell Viability and Invasion by Regulating miR-375 in Glioma.[J] .Oncol. Res., 2018, 26(2): 307-313."
"CASC2"	"MIR24-1"	"liver"	255082	"ENSG00000177640"	407012	"Fan Ji-Chang,Zeng Fei,Le Yi-Guan et al. LncRNA CASC2 inhibited the viability and induced the apoptosis of hepatocellular carcinoma cells through regulating miR-24-3p.[J] .J. Cell. Biochem., 2017."
"GACAT3"	"MIR497"	"gastric cancer"	104797537	"ENSG00000236289"	574456	"Feng Li,Zhu Yonggang,Zhang Yunxin et al. LncRNA GACAT3 promotes gastric cancer progression by negatively regulating miR-497 expression.[J] .Biomed. Pharmacother., 2018, 97: 136-142."
"DUXAP9"	"MIR122"	"gastric cancer"	503638	"NA"	406906	"Qin Quan-Hong,Yin Zhi-Qi,Li Yan et al. Long intergenic noncoding RNA 01296 aggravates gastric cancer cells progress through miR-122/MMP-9.[J] .Biomed. Pharmacother., 2018, 97: 450-457."
"Meg3"	"Pik3r1"	"uterus"	17263	"ENSMUSG00000021268"	18708	"Sun Kai-Xuan,Wu Dan-Dan,Chen Shuo et al. LncRNA MEG3 inhibit endometrial carcinoma tumorigenesis and progression through PI3K pathway.[J] .Apoptosis, 2017, 22(12): 1543-1552."
"NEAT1"	"MAPK6"	"lung"	283131	"ENSG00000245532"	5597	"Wu Feima,Mo Qiang,Wan Xiaoling et al. NEAT1/has-mir-98-5p/MAPK6 axis is involved in non-small-cell lung cancer (NSCLC) development.[J] .J. Cell. Biochem., 2017."
"FTH1P3"	"MIR224"	"Uveal melanoma"	2498	"NA"	407009	"Zheng Xiaoli, et al. (2017). Long non-coding RNA FTH1P3 facilitates uveal melanoma cell growth and invasion through miR-224-5p.[J] .PLoS ONE 12(11): e0184746."
"FTH1P3"	"RAC1"	"Uveal melanoma"	2498	"NA"	5879	"Zheng Xiaoli, et al. (2017). Long non-coding RNA FTH1P3 facilitates uveal melanoma cell growth and invasion through miR-224-5p.[J] .PLoS ONE 12(11): e0184746."
"FTH1P3"	"STAR"	"Uveal melanoma"	2498	"NA"	6770	"Zheng Xiaoli, et al. (2017). Long non-coding RNA FTH1P3 facilitates uveal melanoma cell growth and invasion through miR-224-5p.[J] .PLoS ONE 12(11): e0184746."
"MALAT1"	"MIR218-1"	"choriocarcinoma cell lines"	378938	"ENSG00000251562"	407000	"Shi Dazun,Zhang Yu,Lu Rong et al. The long non-coding RNA MALAT1 interacted with miR-218 modulates choriocarcinoma growth by targeting Fbxw8.[J] .Biomed. Pharmacother., 2018, 97: 543-550."
"MIAT"	"MIR214"	"hepatocellular carcinoma"	440823	"ENSG00000225783"	406996	"Huang Xinli,Gao Yun,Qin Jianjie et al. lncRNA MIAT promotes proliferation and invasion of HCC cells via sponging miR-214.[J] .Am. J. Physiol. Gastrointest. Liver Physiol., 2018, 314(5): G559-G565."
"GAS5"	"MIR222"	"stomach"	60674	"ENSG00000234741"	407007	"Li Yanhua,Gu Junjiao,Lu Hong. The GAS5/miR-222 Axis Regulates Proliferation of Gastric Cancer Cells Through the PTEN/Akt/mTOR Pathway.[J] .Dig. Dis. Sci., 2017, 62(12): 3426-3437."
"MIAT"	"DUSP7"	"breast"	440823	"ENSG00000225783"	1849	"Luan Tian,Zhang Ximei,Wang Shuyuan et al. Long non-coding RNA MIAT promotes breast cancer progression and functions as ceRNA to regulate DUSP7 expression by sponging miR-155-5p.[J] .Oncotarget, 2017, 8(44): 76153-76164."
"MIAT"	"MIR155"	"breast"	440823	"ENSG00000225783"	406947	"Luan Tian,Zhang Ximei,Wang Shuyuan et al. Long non-coding RNA MIAT promotes breast cancer progression and functions as ceRNA to regulate DUSP7 expression by sponging miR-155-5p.[J] .Oncotarget, 2017, 8(44): 76153-76164."
"FENDRR"	"FOXF1"	"Osteosarcoma"	400550	"ENSG00000268388"	2294	"Kun-Peng Zhu,Chun-Lin Zhang,Xiao-Long Ma. Antisense lncRNA FOXF1-AS1 Promotes Migration and Invasion of Osteosarcoma Cells Through the FOXF1/MMP-2/-9 Pathway.[J] .Int. J. Biol. Sci., 2017, 13(9): 1180-1191."
"FENDRR"	"MMP2"	"Osteosarcoma"	400550	"ENSG00000268388"	4313	"Kun-Peng Zhu,Chun-Lin Zhang,Xiao-Long Ma. Antisense lncRNA FOXF1-AS1 Promotes Migration and Invasion of Osteosarcoma Cells Through the FOXF1/MMP-2/-9 Pathway.[J] .Int. J. Biol. Sci., 2017, 13(9): 1180-1191."
"FENDRR"	"MMP9"	"Osteosarcoma"	400550	"ENSG00000268388"	4318	"Kun-Peng Zhu,Chun-Lin Zhang,Xiao-Long Ma. Antisense lncRNA FOXF1-AS1 Promotes Migration and Invasion of Osteosarcoma Cells Through the FOXF1/MMP-2/-9 Pathway.[J] .Int. J. Biol. Sci., 2017, 13(9): 1180-1191."
"H19"	"PDK1"	"breast cancer stem cells"	283120	"ENSG00000130600"	5163	"Peng F,Wang J-H,Fan W-J et al. Glycolysis gatekeeper PDK1 reprograms breast cancer stem cells under hypoxia.[J] .Oncogene, 2018, 37(8): 1062-1074."
"Gas5"	"miR-181c-5p"	"pancreas"	14455	"ENSMUSG00000053332"	0	"Gao Zhi-Qiang,Wang Jun-Feng,Chen De-Hua et al. Long non-coding RNA GAS5 antagonizes the chemoresistance of pancreatic cancer cells through down-regulation of miR-181c-5p.[J] .Biomed. Pharmacother., 2018, 97: 809-817."
"SNHG1"	"MIR326"	"osteosarcoma"	23642	"ENSG00000255717"	442900	"Wang Jiandong,Cao Lei,Wu Jianhong et al. Long non-coding RNA SNHG1 regulates NOB1 expression by sponging miR-326 and promotes tumorigenesis in osteosarcoma.[J] .Int. J. Oncol., 2018, 52(1): 77-88."
"DANCR"	"p38"	"bone marrow-derived MSCs"	57291	"ENSG00000226950"	692545	"Zhang Jinlong,Tao Zhiwen,Wang Yuli. Long non-coding RNA DANCR regulates the proliferation and osteogenic differentiation of human bone-derived marrow mesenchymal stem cells via the p38MAPK pathway.[J] .Int. J. Mol. Med., 2018, 41(1): 213-219."
"NORAD"	"MIR125A"	"pancreas"	647979	"ENSG00000260032"	406910	"Li Hongzhe,Wang Xinjing,Wen Chenlei et al. Long noncoding RNA NORAD, a novel competing endogenous RNA, enhances the hypoxia-induced epithelial-mesenchymal transition to promote metastasis in pancreatic cancer.[J] .Mol. Cancer, 2017, 16(1): 169."
"Meg3"	"miRNA-9"	"lung"	17263	"ENSMUSG00000021268"	0	"Wang Pei,Chen Dong,Ma Hongbing et al. LncRNA MEG3 enhances cisplatin sensitivity in non-small cell lung cancer by regulating miR-21-5p/SOX7 axis.[J] .Onco Targets Ther, 2017, 10: 5137-5149."
"Chrf"	"Tgfb1"	"heart"	105463121	"NA"	21803	"Chen Lei,Yan Kui-Po,Liu Xin-Can et al. Valsartan regulates TGF-ﬂ/Smads and TGF-ﬂ/p38 pathways through lncRNA CHRF to improve doxorubicin-induced heart failure.[J] .Arch. Pharm. Res., 2018, 41(1): 101-109."
"UCA1"	"MIR184"	"oral squamous cell carcinoma"	652995	"ENSG00000214049"	406960	"Fang Zheng,Zhao Junfang,Xie Weihong et al. LncRNA UCA1 promotes proliferation and cisplatin resistance of oral squamous cell carcinoma by sunppressing miR-184 expression.[J] .Cancer Med, 2017, 6(12): 2897-2908."
"SNHG16"	"MIR216A"	"cervical cancer"	100507246	"ENSG00000163597"	406998	"Zhu Hong, et al. (2018). SNHG16/miR-216-5p/ZEB1 signal pathway contributes to the tumorigenesis of cervical cancer cells.[J] .Arch. Biochem. Biophys. 637: 1-8."
"CDKN2B-AS1"	"MIR122"	"hepatocellular carcinoma"	100048912	"ENSG00000240498"	406906	"Ma Ji,Li Tengfei,Han Xinwei et al. Knockdown of LncRNA ANRIL suppresses cell proliferation, metastasis, and invasion via regulating miR-122-5p expression in hepatocellular carcinoma.[J] .J. Cancer Res. Clin. Oncol., 2018, 144(2): 205-214."
"CDKN2B-AS1"	"MIR122"	"liver"	100048912	"ENSG00000240498"	406906	"Ma Ji,Li Tengfei,Han Xinwei et al. Knockdown of LncRNA ANRIL suppresses cell proliferation, metastasis, and invasion via regulating miR-122-5p expression in hepatocellular carcinoma.[J] .J. Cancer Res. Clin. Oncol., 2018, 144(2): 205-214."
"XIST"	"ATG7"	"lung"	7503	"ENSG00000229807"	10533	"Sun Wei,Zu Yukun,Fu Xiangning et al. Knockdown of lncRNA-XIST enhances the chemosensitivity of NSCLC cells via suppression of autophagy.[J] .Oncol. Rep., 2017, 38(6): 3347-3354."
"XIST"	"MIR17"	"lung"	7503	"ENSG00000229807"	406952	"Sun Wei,Zu Yukun,Fu Xiangning et al. Knockdown of lncRNA-XIST enhances the chemosensitivity of NSCLC cells via suppression of autophagy.[J] .Oncol. Rep., 2017, 38(6): 3347-3354."
"HOTAIR"	"MIR331"	"cervical cancer"	100124700	"ENSG00000228630"	442903	"Zhang Min,Song Yinghui,Zhai Furui. ARFHPV E7 oncogene, lncRNA HOTAIR, miR-331-3p and its target, NRP2, form a negative feedback loop to regulate the apoptosis in the tumorigenesis in HPV positive cervical cancer.[J] .J. Cell. Biochem., 2018, 119(6): 4397-"
"UCA1"	"MIR195"	"bladder"	652995	"ENSG00000214049"	406971	"Li Hui-Jin,Sun Xiao-Min,Li Zheng-Kun et al. LncRNA UCA1 Promotes Mitochondrial Function of Bladder Cancer via the MiR-195/ARL2 Signaling Pathway.[J] .Cell. Physiol. Biochem., 2017, 43(6): 2548-2561."
"CASC2"	"SOX4"	"lung"	255082	"ENSG00000177640"	6659	"Wang D,Gao Z-M,Han L-G et al. Long noncoding RNA CASC2 inhibits metastasis and epithelial to mesenchymal transition of lung adenocarcinoma via suppressing SOX4.[J] .Eur Rev Med Pharmacol Sci, 2017, 21(20): 4584-4590."
"SNHG7"	"FAIM2"	"lung"	84973	"ENSG00000233016"	23017	"She Kelin,Yan Hui,Huang Jun et al. miR-193b availability is antagonized by LncRNA-SNHG7 for FAIM2-induced tumour progression in non-small cell lung cancer.[J] .Cell Prolif., 2018, 51(1)."
