source	target	TF_EntrezID	TF_Ensembl_ID	target_EntrezID	Paper
ZNF263	ASS1	NA	NA	NA	NA
ZNF263	RPL7A	NA	NA	NA	NA
ZNF263	SARDH	NA	NA	NA	NA
ZNF263	PMPCA	NA	NA	NA	NA
ZNF263	TUBB4B	NA	NA	NA	NA
ZNF263	RPL15	NA	NA	NA	NA
ZNF263	ACAA1	NA	NA	NA	NA
ZNF263	MAP4	NA	NA	NA	NA
ZNF263	UQCRC1	NA	NA	NA	NA
ZNF263	ACY1	NA	NA	NA	NA
ZNF263	RPL29	NA	NA	NA	NA
ZNF263	TKT	NA	NA	NA	NA
ZNF263	FLNB	NA	NA	NA	NA
ZNF263	SUCLG2	NA	NA	NA	NA
ZNF263	RPN1	NA	NA	NA	NA
ZNF263	EIF4G1	NA	NA	NA	NA
ZNF263	TFRC	NA	NA	NA	NA
ZNF263	BDH1	NA	NA	NA	NA
ZNF263	HSPH1	NA	NA	NA	NA
ZNF263	ESD	NA	NA	NA	NA
ZNF263	CTSB	NA	NA	NA	NA
ZNF263	DPYSL2	NA	NA	NA	NA
ZNF263	RPS20	NA	NA	NA	NA
ZNF263	DECR1	NA	NA	NA	NA
ZNF263	PABPC1	NA	NA	NA	NA
ZNF263	YWHAZ	NA	NA	NA	NA
ZNF263	NAPRT	NA	NA	NA	NA
ZNF263	EEF1D	NA	NA	NA	NA
ZNF263	PLEC	NA	NA	NA	NA
ZNF263	CYC1	NA	NA	NA	NA
ZNF263	GPT	NA	NA	NA	NA
ZNF263	RPL8	NA	NA	NA	NA
ZNF263	GAMT	NA	NA	NA	NA
ZNF263	RPS15	NA	NA	NA	NA
ZNF263	SGTA	NA	NA	NA	NA
ZNF263	EEF2	NA	NA	NA	NA
ZNF263	PLIN3	NA	NA	NA	NA
ZNF263	LONP1	NA	NA	NA	NA
ZNF263	KHSRP	NA	NA	NA	NA
ZNF263	TUBB4A	NA	NA	NA	NA
ZNF263	C3	NA	NA	NA	NA
ZNF263	RPS28	NA	NA	NA	NA
ZNF263	HNRNPM	NA	NA	NA	NA
ZNF263	CDC37	NA	NA	NA	NA
ZNF263	PRDX2	NA	NA	NA	NA
ZNF263	CALR	NA	NA	NA	NA
ZNF263	DNAJB1	NA	NA	NA	NA
ZNF263	TPM4	NA	NA	NA	NA
ZNF263	PGLS	NA	NA	NA	NA
ZNF263	PEPD	NA	NA	NA	NA
ZNF263	GPI	NA	NA	NA	NA
ZNF263	ACTN4	NA	NA	NA	NA
ZNF263	HNRNPL	NA	NA	NA	NA
ZNF263	RPS16	NA	NA	NA	NA
ZNF263	TIMM50	NA	NA	NA	NA
ZNF263	BLVRB	NA	NA	NA	NA
ZNF263	RPS19	NA	NA	NA	NA
ZNF263	APOE	NA	NA	NA	NA
ZNF263	NAPA	NA	NA	NA	NA
ZNF263	RPL18	NA	NA	NA	NA
ZNF263	NUCB1	NA	NA	NA	NA
ZNF263	FTL	NA	NA	NA	NA
ZNF263	RPL13A	NA	NA	NA	NA
ZNF263	RPS11	NA	NA	NA	NA
ZNF263	ETFB	NA	NA	NA	NA
ZNF263	RPS9	NA	NA	NA	NA
ZNF263	RPL28	NA	NA	NA	NA
ZNF263	SLC27A5	NA	NA	NA	NA
ZNF263	SDHB	NA	NA	NA	NA
ZNF263	AKR7A3	NA	NA	NA	NA
ZNF263	PGM1	NA	NA	NA	NA
ZNF263	CRYZ	NA	NA	NA	NA
ZNF263	RPL5	NA	NA	NA	NA
ZNF263	AGL	NA	NA	NA	NA
ZNF263	ATP1A1	NA	NA	NA	NA
ZNF263	HMGCS2	NA	NA	NA	NA
ZNF263	FMO5	NA	NA	NA	NA
ZNF263	SELENBP1	NA	NA	NA	NA
ZNF263	PSMB4	NA	NA	NA	NA
ZNF263	S100A10	NA	NA	NA	NA
ZNF263	S100A11	NA	NA	NA	NA
ZNF263	RPS27	NA	NA	NA	NA
ZNF263	PKLR	NA	NA	NA	NA
ZNF263	CCT3	NA	NA	NA	NA
ZNF263	COPA	NA	NA	NA	NA
ZNF263	APOA2	NA	NA	NA	NA
ZNF263	PNP	NA	NA	NA	NA
ZNF263	HNRNPC	NA	NA	NA	NA
ZNF263	DHRS4	NA	NA	NA	NA
ZNF263	PSMA6	NA	NA	NA	NA
ZNF263	PSMC6	NA	NA	NA	NA
ZNF263	PSMA3	NA	NA	NA	NA
ZNF263	MTHFD1	NA	NA	NA	NA
ZNF263	EIF2S1	NA	NA	NA	NA
ZNF263	ACTN1	NA	NA	NA	NA
ZNF263	TPT1	NA	NA	NA	NA
ZNF263	ATP6V1B2	NA	NA	NA	NA
ZNF263	CLU	NA	NA	NA	NA
ZNF263	GSR	NA	NA	NA	NA
ZNF263	VDAC3	NA	NA	NA	NA
ZNF263	CA2	NA	NA	NA	NA
ZNF263	NDRG1	NA	NA	NA	NA
ZNF263	STRAP	NA	NA	NA	NA
ZNF263	RPS26	NA	NA	NA	NA
ZNF263	MYL6	NA	NA	NA	NA
ZNF263	EEA1	NA	NA	NA	NA
ZNF263	HSP90B1	NA	NA	NA	NA
ZNF263	CKAP4	NA	NA	NA	NA
ZNF263	CORO1C	NA	NA	NA	NA
ZNF263	ATP2A2	NA	NA	NA	NA
ZNF263	ACADS	NA	NA	NA	NA
ZNF263	OGDH	NA	NA	NA	NA
ZNF263	PPIA	NA	NA	NA	NA
ZNF263	SORD	NA	NA	NA	NA
ZNF263	GATM	NA	NA	NA	NA
ZNF263	ANXA2	NA	NA	NA	NA
ZNF263	RPL26	NA	NA	NA	NA
ZNF263	ALDH3A2	NA	NA	NA	NA
ZNF263	POLDIP2	NA	NA	NA	NA
ZNF263	VTN	NA	NA	NA	NA
ZNF263	ALDOC	NA	NA	NA	NA
ZNF263	PSMD11	NA	NA	NA	NA
ZNF263	RPL23	NA	NA	NA	NA
ZNF263	LASP1	NA	NA	NA	NA
ZNF263	KRT16	NA	NA	NA	NA
ZNF263	PHB	NA	NA	NA	NA
ZNF263	LRRC59	NA	NA	NA	NA
ZNF263	EIF4A3	NA	NA	NA	NA
ZNF263	LDHA	NA	NA	NA	NA
ZNF263	CD59	NA	NA	NA	NA
ZNF263	RPS3	NA	NA	NA	NA
ZNF263	C11orf54	NA	NA	NA	NA
ZNF263	RDX	NA	NA	NA	NA
ZNF263	DLAT	NA	NA	NA	NA
ZNF263	APOA1	NA	NA	NA	NA
ZNF263	HSPA8	NA	NA	NA	NA
ZNF263	PAPSS2	NA	NA	NA	NA
ZNF263	GOT1	NA	NA	NA	NA
ZNF263	ACTR1A	NA	NA	NA	NA
ZNF263	GSTO1	NA	NA	NA	NA
ZNF263	EIF3A	NA	NA	NA	NA
ZNF263	PRDX3	NA	NA	NA	NA
ZNF263	HTRA1	NA	NA	NA	NA
ZNF263	ECHS1	NA	NA	NA	NA
ZNF263	PCBP1	NA	NA	NA	NA
ZNF263	SUCLG1	NA	NA	NA	NA
ZNF263	DPP4	NA	NA	NA	NA
ZNF263	HNRNPA3	NA	NA	NA	NA
ZNF263	HIBCH	NA	NA	NA	NA
ZNF263	PSMD1	NA	NA	NA	NA
ZNF263	ECH1	NA	NA	NA	NA
ZNF263	C4B	NA	NA	NA	NA
ZNF263	MAOA	NA	NA	NA	NA
ZNF263	MSN	NA	NA	NA	NA
ZNF263	NONO	NA	NA	NA	NA
ZNF263	SLC25A5	NA	NA	NA	NA
ZNF263	AIFM1	NA	NA	NA	NA
ZNF263	SSR4	NA	NA	NA	NA
ZNF263	ACAA2	NA	NA	NA	NA
ZNF263	CYB5A	NA	NA	NA	NA
ZNF263	APOL2	NA	NA	NA	NA
ZNF263	TST	NA	NA	NA	NA
ZNF263	MPST	NA	NA	NA	NA
ZNF263	ST13	NA	NA	NA	NA
ZNF263	XRCC6	NA	NA	NA	NA
ZNF263	CES2	NA	NA	NA	NA
ZNF263	RPS6	NA	NA	NA	NA
ZNF263	VCP	NA	NA	NA	NA
ZNF263	HSDL2	NA	NA	NA	NA
ZNF263	PSMB7	NA	NA	NA	NA
ZNF263	RPL12	NA	NA	NA	NA
ZNF263	FKBP1A	NA	NA	NA	NA
ZNF263	RRBP1	NA	NA	NA	NA
ZNF263	APMAP	NA	NA	NA	NA
ZNF263	SDHA	NA	NA	NA	NA
ZNF263	RPS23	NA	NA	NA	NA
ZNF263	GLRX	NA	NA	NA	NA
ZNF263	TMED7-TICAM2	NA	NA	NA	NA
ZNF263	TMED7	NA	NA	NA	NA
ZNF263	HSD17B4	NA	NA	NA	NA
ZNF263	HSPA4	NA	NA	NA	NA
ZNF263	QDPR	NA	NA	NA	NA
ZNF263	OCIAD2	NA	NA	NA	NA
ZNF263	USO1	NA	NA	NA	NA
ZNF263	HNRNPD	NA	NA	NA	NA
ZNF263	ACSL1	NA	NA	NA	NA
ZNF263	RPL32	NA	NA	NA	NA
ZNF263	IMPDH2	NA	NA	NA	NA
ZNF263	GPX1	NA	NA	NA	NA
ZNF263	PDIA5	NA	NA	NA	NA
ZNF263	ALDH1L1	NA	NA	NA	NA
ZNF263	COPG1	NA	NA	NA	NA
ZNF263	PCCB	NA	NA	NA	NA
ZNF263	COPB2	NA	NA	NA	NA
ZNF263	PSMD2	NA	NA	NA	NA
ZNF263	PSMA2	NA	NA	NA	NA
BRD2	ARPC4	NA	NA	NA	NA
BRD2	APEH	NA	NA	NA	NA
BRD2	PDHB	NA	NA	NA	NA
BRD2	TFG	NA	NA	NA	NA
BRD2	GRPEL1	NA	NA	NA	NA
BRD2	NUDT9	NA	NA	NA	NA
BRD2	DBNL	NA	NA	NA	NA
BRD2	CALD1	NA	NA	NA	NA
BRD2	PYGB	NA	NA	NA	NA
BRD2	ACSS2	NA	NA	NA	NA
BRD2	SRSF6	NA	NA	NA	NA
BRD2	RPS21	NA	NA	NA	NA
BRD2	TPD52L2	NA	NA	NA	NA
BRD2	CAPZA1	NA	NA	NA	NA
BRD2	PSMD4	NA	NA	NA	NA
BRD2	ATP1B1	NA	NA	NA	NA
BRD2	PSME1	NA	NA	NA	NA
BRD2	ADK	NA	NA	NA	NA
BRD2	SNCG	NA	NA	NA	NA
BRD2	PGAM1	NA	NA	NA	NA
BRD2	VAPA	NA	NA	NA	NA
BRD2	ABLIM3	NA	NA	NA	NA
BRD2	HNRNPH1	NA	NA	NA	NA
BRD2	ECI1	NA	NA	NA	NA
BRD2	GSPT1	NA	NA	NA	NA
BRD2	COTL1	NA	NA	NA	NA
BRD2	PTBP1	NA	NA	NA	NA
BRD2	TIMM13	NA	NA	NA	NA
BRD2	RPL36	NA	NA	NA	NA
BRD2	ELAVL1	NA	NA	NA	NA
BRD2	EIF3G	NA	NA	NA	NA
BRD2	GCDH	NA	NA	NA	NA
BRD2	SBSN	NA	NA	NA	NA
BRD2	APOC2	NA	NA	NA	NA
BRD2	VASP	NA	NA	NA	NA
BRD2	PNPO	NA	NA	NA	NA
BRD2	ITGA3	NA	NA	NA	NA
BRD2	DDX5	NA	NA	NA	NA
BRD2	MRPL12	NA	NA	NA	NA
BRD2	ERLIN2	NA	NA	NA	NA
BRD2	ACP1	NA	NA	NA	NA
BRD2	ADI1	NA	NA	NA	NA
BRD2	KHK	NA	NA	NA	NA
BRD2	COX5B	NA	NA	NA	NA
BRD2	RPL37A	NA	NA	NA	NA
BRD2	FARSB	NA	NA	NA	NA
BRD2	MIF	NA	NA	NA	NA
BRD2	GGT1	NA	NA	NA	NA
BRD2	GALT	NA	NA	NA	NA
BRD2	STOML2	NA	NA	NA	NA
BRD2	CLTA	NA	NA	NA	NA
BRD2	EDF1	NA	NA	NA	NA
BRD2	LACTB	NA	NA	NA	NA
BRD2	CYP1A2	NA	NA	NA	NA
BRD2	FAH	NA	NA	NA	NA
BRD2	RNH1	NA	NA	NA	NA
BRD2	EPS8L2	NA	NA	NA	NA
BRD2	RRAS2	NA	NA	NA	NA
BRD2	PSMC3	NA	NA	NA	NA
BRD2	TNKS1BP1	NA	NA	NA	NA
BRD2	CTNND1	NA	NA	NA	NA
BRD2	OTUB1	NA	NA	NA	NA
BRD2	EHD1	NA	NA	NA	NA
BRD2	CORO1B	NA	NA	NA	NA
BRD2	PAFAH1B2	NA	NA	NA	NA
BRD2	NDUFA9	NA	NA	NA	NA
BRD2	METTL7B	NA	NA	NA	NA
BRD2	DCTN2	NA	NA	NA	NA
BRD2	PGAM5	NA	NA	NA	NA
BRD2	ACOT13	NA	NA	NA	NA
BRD4	GALT	NA	NA	NA	NA
BRD4	STOML2	NA	NA	NA	NA
BRD4	CLTA	NA	NA	NA	NA
BRD4	KHK	NA	NA	NA	NA
BRD4	COX5B	NA	NA	NA	NA
BRD4	RPL37A	NA	NA	NA	NA
BRD4	ACOT13	NA	NA	NA	NA
BRD4	G3BP2	NA	NA	NA	NA
BRD4	HNRNPH1	NA	NA	NA	NA
BRD4	DBNL	NA	NA	NA	NA
BRD4	ARPC4	NA	NA	NA	NA
BRD4	APEH	NA	NA	NA	NA
BRD4	TFG	NA	NA	NA	NA
BRD4	PTBP1	NA	NA	NA	NA
BRD4	RPL36	NA	NA	NA	NA
BRD4	ELAVL1	NA	NA	NA	NA
BRD4	EIF3G	NA	NA	NA	NA
BRD4	YBX1	NA	NA	NA	NA
BRD4	CAPZA1	NA	NA	NA	NA
BRD4	PSMD4	NA	NA	NA	NA
BRD4	DCTN2	NA	NA	NA	NA
BRD4	PGAM5	NA	NA	NA	NA
BRD4	PSMD13	NA	NA	NA	NA
BRD4	RNH1	NA	NA	NA	NA
BRD4	EPS8L2	NA	NA	NA	NA
BRD4	OTUB1	NA	NA	NA	NA
BRD4	EHD1	NA	NA	NA	NA
BRD4	PAFAH1B2	NA	NA	NA	NA
BRD4	ECI1	NA	NA	NA	NA
BRD4	GSPT1	NA	NA	NA	NA
BRD4	PNPO	NA	NA	NA	NA
BRD4	DDX5	NA	NA	NA	NA
BRD4	MRPL12	NA	NA	NA	NA
BRD4	PYGB	NA	NA	NA	NA
BRD4	RPS21	NA	NA	NA	NA
BRD4	TPD52L2	NA	NA	NA	NA
BRD4	ACSL5	NA	NA	NA	NA
BRD4	OPTN	NA	NA	NA	NA
BRD4	ANXA7	NA	NA	NA	NA
BRD4	ADK	NA	NA	NA	NA
BRD4	SNCG	NA	NA	NA	NA
BRD4	PGAM1	NA	NA	NA	NA
BRD4	RRAS2	NA	NA	NA	NA
BRD4	PSMA1	NA	NA	NA	NA
BRD4	PSMC3	NA	NA	NA	NA
BRD4	TNKS1BP1	NA	NA	NA	NA
BRD4	CTNND1	NA	NA	NA	NA
BRD4	CORO1B	NA	NA	NA	NA
BRD4	NNMT	NA	NA	NA	NA
BRD4	NDUFA9	NA	NA	NA	NA
BRD4	ACO1	NA	NA	NA	NA
BRD4	EDF1	NA	NA	NA	NA
BRD4	EIF2S2	NA	NA	NA	NA
BRD4	ACSS2	NA	NA	NA	NA
BRD4	SRSF6	NA	NA	NA	NA
BRD4	MIF	NA	NA	NA	NA
BRD4	GGT1	NA	NA	NA	NA
BRD4	ACP1	NA	NA	NA	NA
BRD4	ADI1	NA	NA	NA	NA
BRD4	RPS27A	NA	NA	NA	NA
BRD4	FARSB	NA	NA	NA	NA
BRD4	PSME1	NA	NA	NA	NA
BRD4	FKBP3	NA	NA	NA	NA
BRD4	TMX1	NA	NA	NA	NA
BRD4	SLIRP	NA	NA	NA	NA
BRD4	BCAP31	NA	NA	NA	NA
BRD4	CTNNB1	NA	NA	NA	NA
BRD4	PDHB	NA	NA	NA	NA
BRD4	NIT2	NA	NA	NA	NA
BRD4	GLO1	NA	NA	NA	NA
BRD4	ERLIN2	NA	NA	NA	NA
BRD4	ABLIM3	NA	NA	NA	NA
BRD4	ATP1B1	NA	NA	NA	NA
BRD4	VAPA	NA	NA	NA	NA
BRD4	LMAN1	NA	NA	NA	NA
BRD4	TIMM13	NA	NA	NA	NA
BRD4	GCDH	NA	NA	NA	NA
BRD4	RPL18A	NA	NA	NA	NA
BRD4	VASP	NA	NA	NA	NA
BRD4	LACTB	NA	NA	NA	NA
BRD4	FAH	NA	NA	NA	NA
BRD4	COTL1	NA	NA	NA	NA
BRD4	GRPEL1	NA	NA	NA	NA
BRD4	PGRMC2	NA	NA	NA	NA
BRD4	ITGA3	NA	NA	NA	NA
BRD4	ENTPD5	NA	NA	NA	NA
BRD4	RPS24	NA	NA	NA	NA
BRD4	CHCHD3	NA	NA	NA	NA
BRD4	CALD1	NA	NA	NA	NA
BRD4	NUDT9	NA	NA	NA	NA
BRD4	IL18	NA	NA	NA	NA
BRD4	SLC25A18	NA	NA	NA	NA
BRD4	CFH	NA	NA	NA	NA
BRD4	CYP1A2	NA	NA	NA	NA
BRD4	LDHD	NA	NA	NA	NA
CDK9	G3BP2	NA	NA	NA	NA
CDK9	BOLA2B	NA	NA	NA	NA
CDK9	RRAS2	NA	NA	NA	NA
CDK9	PSMA1	NA	NA	NA	NA
CDK9	TNKS1BP1	NA	NA	NA	NA
CDK9	DBNL	NA	NA	NA	NA
CDK9	LACTB	NA	NA	NA	NA
CDK9	DCTN2	NA	NA	NA	NA
CDK9	PGAM5	NA	NA	NA	NA
CDK9	GRPEL1	NA	NA	NA	NA
CDK9	PGRMC2	NA	NA	NA	NA
CDK9	CTNNB1	NA	NA	NA	NA
CDK9	APEH	NA	NA	NA	NA
CDK9	PDHB	NA	NA	NA	NA
CDK9	NIT2	NA	NA	NA	NA
CDK9	TFG	NA	NA	NA	NA
CDK9	YBX1	NA	NA	NA	NA
CDK9	CAPZA1	NA	NA	NA	NA
CDK9	PSMD4	NA	NA	NA	NA
CDK9	ATP1B1	NA	NA	NA	NA
CDK9	ADI1	NA	NA	NA	NA
CDK9	KHK	NA	NA	NA	NA
CDK9	COX5B	NA	NA	NA	NA
CDK9	GLO1	NA	NA	NA	NA
CDK9	GALT	NA	NA	NA	NA
CDK9	STOML2	NA	NA	NA	NA
CDK9	CLTA	NA	NA	NA	NA
CDK9	EDF1	NA	NA	NA	NA
CDK9	ECI1	NA	NA	NA	NA
CDK9	GSPT1	NA	NA	NA	NA
CDK9	COTL1	NA	NA	NA	NA
CDK9	HNRNPH1	NA	NA	NA	NA
CDK9	ANXA7	NA	NA	NA	NA
CDK9	ADK	NA	NA	NA	NA
CDK9	PGAM1	NA	NA	NA	NA
CDK9	PSMD13	NA	NA	NA	NA
CDK9	RNH1	NA	NA	NA	NA
CDK9	EPS8L2	NA	NA	NA	NA
CDK9	PSMC3	NA	NA	NA	NA
CDK9	OTUB1	NA	NA	NA	NA
CDK9	EHD1	NA	NA	NA	NA
CDK9	CORO1B	NA	NA	NA	NA
CDK9	PAFAH1B2	NA	NA	NA	NA
CDK9	ERLIN2	NA	NA	NA	NA
CDK9	PSME1	NA	NA	NA	NA
CDK9	ENTPD5	NA	NA	NA	NA
CDK9	MIF	NA	NA	NA	NA
CDK9	GGT1	NA	NA	NA	NA
CDK9	PTBP1	NA	NA	NA	NA
CDK9	TIMM13	NA	NA	NA	NA
CDK9	RPL36	NA	NA	NA	NA
CDK9	ELAVL1	NA	NA	NA	NA
CDK9	EIF3G	NA	NA	NA	NA
CDK9	GCDH	NA	NA	NA	NA
CDK9	RPL18A	NA	NA	NA	NA
CDK9	VASP	NA	NA	NA	NA
CDK9	PNPO	NA	NA	NA	NA
CDK9	ITGA3	NA	NA	NA	NA
CDK9	DDX5	NA	NA	NA	NA
CDK9	MRPL12	NA	NA	NA	NA
CDK9	VAPA	NA	NA	NA	NA
CDK9	LMAN1	NA	NA	NA	NA
CDK9	PYGB	NA	NA	NA	NA
CDK9	EIF2S2	NA	NA	NA	NA
CDK9	ACSS2	NA	NA	NA	NA
CDK9	SRSF6	NA	NA	NA	NA
CDK9	RPS21	NA	NA	NA	NA
CDK9	TPD52L2	NA	NA	NA	NA
CDK9	BCAP31	NA	NA	NA	NA
CDK9	FAH	NA	NA	NA	NA
CDK9	ACOT13	NA	NA	NA	NA
CDK9	OPTN	NA	NA	NA	NA
CDK9	METTL7B	NA	NA	NA	NA
CEBPB	RPS24	NA	NA	NA	NA
CEBPB	PSME1	NA	NA	NA	NA
CEBPB	FKBP3	NA	NA	NA	NA
CEBPB	ITGA3	NA	NA	NA	NA
CEBPB	LACTB	NA	NA	NA	NA
CEBPB	FAH	NA	NA	NA	NA
CEBPB	NIT2	NA	NA	NA	NA
CEBPB	TIMM13	NA	NA	NA	NA
CEBPB	APOC2	NA	NA	NA	NA
CEBPB	BCAP31	NA	NA	NA	NA
CEBPB	ECI1	NA	NA	NA	NA
CEBPB	COTL1	NA	NA	NA	NA
CEBPB	ATP1B1	NA	NA	NA	NA
CEBPB	CALD1	NA	NA	NA	NA
CEBPB	PSMA1	NA	NA	NA	NA
CEBPB	TNKS1BP1	NA	NA	NA	NA
CEBPB	OTUB1	NA	NA	NA	NA
CEBPB	EHD1	NA	NA	NA	NA
CEBPB	SLC25A18	NA	NA	NA	NA
CEBPB	GGT1	NA	NA	NA	NA
CEBPB	DCTN2	NA	NA	NA	NA
CEBPB	KHK	NA	NA	NA	NA
CEBPB	PYGB	NA	NA	NA	NA
CEBPB	EIF2S2	NA	NA	NA	NA
CEBPB	TPD52L2	NA	NA	NA	NA
CEBPB	GALT	NA	NA	NA	NA
CEBPB	ORM1	NA	NA	NA	NA
CEBPB	VAPA	NA	NA	NA	NA
CEBPB	PGRMC2	NA	NA	NA	NA
CEBPB	ABLIM3	NA	NA	NA	NA
CEBPB	HNRNPH1	NA	NA	NA	NA
CEBPB	OPTN	NA	NA	NA	NA
CEBPB	ADK	NA	NA	NA	NA
CEBPB	CHCHD3	NA	NA	NA	NA
CEBPB	EIF3G	NA	NA	NA	NA
CEBPB	GCDH	NA	NA	NA	NA
CEBPB	MYH14	NA	NA	NA	NA
CEBPB	CAPZA1	NA	NA	NA	NA
CEBPB	PSMD13	NA	NA	NA	NA
CEBPB	RNH1	NA	NA	NA	NA
CEBPB	IL18	NA	NA	NA	NA
CEBPB	NNMT	NA	NA	NA	NA
CEBPB	CTNNB1	NA	NA	NA	NA
CEBPB	ERLIN2	NA	NA	NA	NA
CEBPB	ACSS2	NA	NA	NA	NA
CEBPB	ACP1	NA	NA	NA	NA
CEBPB	DDX5	NA	NA	NA	NA
CEBPB	TMX1	NA	NA	NA	NA
CEBPB	CFH	NA	NA	NA	NA
CEBPB	ANXA7	NA	NA	NA	NA
CEBPB	PGAM1	NA	NA	NA	NA
CEBPB	G3BP2	NA	NA	NA	NA
CEBPB	NDUFA9	NA	NA	NA	NA
CEBPB	METTL7B	NA	NA	NA	NA
CEBPB	EPS8L2	NA	NA	NA	NA
CEBPB	RRAS2	NA	NA	NA	NA
CEBPB	RPL18A	NA	NA	NA	NA
CEBPB	VASP	NA	NA	NA	NA
CEBPB	EDF1	NA	NA	NA	NA
CEBPB	PNPO	NA	NA	NA	NA
CEBPB	ELAVL1	NA	NA	NA	NA
CEBPB	RPL37A	NA	NA	NA	NA
CEBPB	CTNND1	NA	NA	NA	NA
CEBPB	ACOT13	NA	NA	NA	NA
CEBPB	TFG	NA	NA	NA	NA
CEBPB	SNCG	NA	NA	NA	NA
CREB1	EDF1	NA	NA	NA	NA
CREB1	PSMD13	NA	NA	NA	NA
CREB1	RNH1	NA	NA	NA	NA
CREB1	NNMT	NA	NA	NA	NA
CREB1	PTBP1	NA	NA	NA	NA
CREB1	TIMM13	NA	NA	NA	NA
CREB1	RPL36	NA	NA	NA	NA
CREB1	ELAVL1	NA	NA	NA	NA
CREB1	VASP	NA	NA	NA	NA
CREB1	FKBP3	NA	NA	NA	NA
CREB1	ENTPD5	NA	NA	NA	NA
CREB1	SLIRP	NA	NA	NA	NA
CREB1	ACOT13	NA	NA	NA	NA
CREB1	COTL1	NA	NA	NA	NA
CREB1	ERLIN2	NA	NA	NA	NA
CREB1	DDX5	NA	NA	NA	NA
CREB1	MRPL12	NA	NA	NA	NA
CREB1	CAPZA1	NA	NA	NA	NA
CREB1	PSMD4	NA	NA	NA	NA
CREB1	ATP1B1	NA	NA	NA	NA
CREB1	EIF2S2	NA	NA	NA	NA
CREB1	ACSS2	NA	NA	NA	NA
CREB1	SRSF6	NA	NA	NA	NA
CREB1	RPS21	NA	NA	NA	NA
CREB1	TPD52L2	NA	NA	NA	NA
CREB1	APEH	NA	NA	NA	NA
CREB1	NIT2	NA	NA	NA	NA
CREB1	PGAM5	NA	NA	NA	NA
CREB1	GSPT1	NA	NA	NA	NA
CREB1	CALD1	NA	NA	NA	NA
CREB1	CTNNB1	NA	NA	NA	NA
CREB1	EPS8L2	NA	NA	NA	NA
CREB1	RRAS2	NA	NA	NA	NA
CREB1	CTNND1	NA	NA	NA	NA
CREB1	OTUB1	NA	NA	NA	NA
CREB1	CORO1B	NA	NA	NA	NA
CREB1	PAFAH1B2	NA	NA	NA	NA
CREB1	PYGB	NA	NA	NA	NA
CREB1	HNRNPH1	NA	NA	NA	NA
CREB1	ITGA3	NA	NA	NA	NA
CREB1	ACP1	NA	NA	NA	NA
CREB1	G3BP2	NA	NA	NA	NA
CREB1	NUDT9	NA	NA	NA	NA
CREB1	TMX1	NA	NA	NA	NA
CREB1	OPTN	NA	NA	NA	NA
CREB1	ANXA7	NA	NA	NA	NA
CREB1	ADK	NA	NA	NA	NA
CREB1	MIF	NA	NA	NA	NA
CREB1	ACO1	NA	NA	NA	NA
CREB1	YBX1	NA	NA	NA	NA
CREB1	GCDH	NA	NA	NA	NA
CREB1	SBSN	NA	NA	NA	NA
CREB1	MYH14	NA	NA	NA	NA
CREB1	GGT1	NA	NA	NA	NA
CREB1	PNPO	NA	NA	NA	NA
CREB1	GRPEL1	NA	NA	NA	NA
CREB1	RPL18A	NA	NA	NA	NA
CREB1	GALT	NA	NA	NA	NA
CREB1	LACTB	NA	NA	NA	NA
CREB1	FAH	NA	NA	NA	NA
CREB1	DCTN2	NA	NA	NA	NA
CREB1	EHD1	NA	NA	NA	NA
CREB1	RPS24	NA	NA	NA	NA
CREB1	DBNL	NA	NA	NA	NA
CREB1	CHCHD3	NA	NA	NA	NA
CREB1	RPL37A	NA	NA	NA	NA
CREB1	FARSB	NA	NA	NA	NA
CREB1	TFG	NA	NA	NA	NA
CREB1	ECI1	NA	NA	NA	NA
CREB1	PSME1	NA	NA	NA	NA
CREB1	SLC27A2	NA	NA	NA	NA
CREB1	EIF3G	NA	NA	NA	NA
CREB1	APOC2	NA	NA	NA	NA
CREB1	PSMA1	NA	NA	NA	NA
CREB1	PSMC3	NA	NA	NA	NA
CREB1	TNKS1BP1	NA	NA	NA	NA
CREB1	BCAP31	NA	NA	NA	NA
CREB1	METTL7B	NA	NA	NA	NA
CREB1	STOML2	NA	NA	NA	NA
CREB1	CLTA	NA	NA	NA	NA
CREB1	VAPA	NA	NA	NA	NA
CREB1	LMAN1	NA	NA	NA	NA
CREB1	PGRMC2	NA	NA	NA	NA
CREB1	ABLIM3	NA	NA	NA	NA
CREB1	PGAM1	NA	NA	NA	NA
CREB1	ARPC4	NA	NA	NA	NA
CREB1	PDHB	NA	NA	NA	NA
CREB1	ADI1	NA	NA	NA	NA
CREB1	KHK	NA	NA	NA	NA
CREB1	COX5B	NA	NA	NA	NA
CREB1	GLO1	NA	NA	NA	NA
CTCF	OPTN	NA	NA	NA	NA
CTCF	ANXA7	NA	NA	NA	NA
CTCF	ADK	NA	NA	NA	NA
CTCF	RPS24	NA	NA	NA	NA
CTCF	SNCG	NA	NA	NA	NA
CTCF	PGAM1	NA	NA	NA	NA
CTCF	PSME1	NA	NA	NA	NA
CTCF	FKBP3	NA	NA	NA	NA
CTCF	SLIRP	NA	NA	NA	NA
CTCF	PSMD13	NA	NA	NA	NA
CTCF	EPS8L2	NA	NA	NA	NA
CTCF	CTNND1	NA	NA	NA	NA
CTCF	OTUB1	NA	NA	NA	NA
CTCF	EHD1	NA	NA	NA	NA
