TF	target	TF_EntrezID	TF_Ensembl_ID	target_EntrezID	Paper
LMNB1	SQSTM1	NA	NA	NA	NA
LMNB1	PNP	NA	NA	NA	NA
LMNB1	PSMB5	NA	NA	NA	NA
LMNB1	DHRS4	NA	NA	NA	NA
LMNB1	PCK2	NA	NA	NA	NA
LMNB1	PSME2	NA	NA	NA	NA
LMNB1	CFL2	NA	NA	NA	NA
LMNB1	PSMA6	NA	NA	NA	NA
LMNB1	SEC23A	NA	NA	NA	NA
LMNB1	PSMC6	NA	NA	NA	NA
LMNB1	LGALS3	NA	NA	NA	NA
LMNB1	PSMA3	NA	NA	NA	NA
LMNB1	MTHFD1	NA	NA	NA	NA
LMNB1	ACTN1	NA	NA	NA	NA
LMNB1	ACOT1	NA	NA	NA	NA
LMNB1	ALDH6A1	NA	NA	NA	NA
LMNB1	DLST	NA	NA	NA	NA
LMNB1	TMED10	NA	NA	NA	NA
LMNB1	PSMC1	NA	NA	NA	NA
LMNB1	DYNC1H1	NA	NA	NA	NA
LMNB1	HSP90AA1	NA	NA	NA	NA
LMNB1	INF2	NA	NA	NA	NA
